sp|Q6P2Q9|PRP8_HUMAN	sp|P33334|PRP8_YEAST	62.473	2321	3059	0.0
sp|Q9UQB9|AURKC_HUMAN	sp|P24583|KPC1_YEAST	30.576	278	138	1.43e-37
sp|Q9UQB9|AURKC_HUMAN	sp|P38692|KIC1_YEAST	35.135	259	132	1.77e-35
sp|Q9UQB9|AURKC_HUMAN	sp|Q03306|PKH3_YEAST	29.553	291	128	3.78e-34
sp|Q9UQB9|AURKC_HUMAN	sp|P22204|DBF2_YEAST	30.034	293	125	1.43e-33
sp|Q9UQB9|AURKC_HUMAN	sp|P32328|DBF20_YEAST	29.897	291	122	1.89e-32
sp|Q9UQB9|AURKC_HUMAN	sp|P53894|CBK1_YEAST	28.615	325	120	1.09e-31
sp|Q9UQB9|AURKC_HUMAN	sp|P08458|SPS1_YEAST	32.584	267	119	1.50e-31
sp|Q9UQB9|AURKC_HUMAN	sp|P48562|CLA4_YEAST	31.071	280	115	1.11e-29
sp|Q9UQB9|AURKC_HUMAN	sp|Q12469|SKM1_YEAST	32.287	223	112	5.02e-29
sp|Q9UQB9|AURKC_HUMAN	sp|P17157|PHO85_YEAST	28.819	288	107	3.10e-28
sp|Q9UQB9|AURKC_HUMAN	sp|Q03497|STE20_YEAST	26.937	271	108	2.07e-27
sp|Q9UQB9|AURKC_HUMAN	sp|P00546|CDK1_YEAST	30.282	284	104	3.72e-27
sp|Q9UQB9|AURKC_HUMAN	sp|P08018|PBS2_YEAST	28.315	279	104	3.54e-26
sp|Q9UQB9|AURKC_HUMAN	sp|Q03957|CTK1_YEAST	32.536	209	104	3.84e-26
sp|Q9UQB9|AURKC_HUMAN	sp|P06242|KIN28_YEAST	27.835	194	88.6	2.04e-21
sp|Q9UQB9|AURKC_HUMAN	sp|P16892|FUS3_YEAST	25.490	306	88.6	3.29e-21
sp|Q9UQB9|AURKC_HUMAN	sp|P32485|HOG1_YEAST	27.143	280	89.4	3.48e-21
sp|Q9UQB9|AURKC_HUMAN	sp|P38615|RIM11_YEAST	28.571	294	86.7	2.13e-20
sp|Q9UQB9|AURKC_HUMAN	sp|P50873|MRK1_YEAST	28.866	291	84.0	3.43e-19
sp|Q9UQB9|AURKC_HUMAN	sp|P14680|YAK1_YEAST	30.415	217	77.0	7.34e-17
sp|Q9UQB9|AURKC_HUMAN	sp|Q00772|SLT2_YEAST	25.397	315	75.9	1.33e-16
sp|Q9UQB9|AURKC_HUMAN	sp|P15790|CSK21_YEAST	26.222	225	73.9	5.50e-16
sp|Q9UQB9|AURKC_HUMAN	sp|P14681|KSS1_YEAST	24.290	317	72.8	1.19e-15
sp|Q9UQB9|AURKC_HUMAN	sp|P21965|MCK1_YEAST	27.217	327	71.6	2.98e-15
sp|Q9UQB9|AURKC_HUMAN	sp|P15442|GCN2_YEAST	25.871	201	71.2	6.93e-15
sp|Q9UQB9|AURKC_HUMAN	sp|P41808|SMK1_YEAST	25.234	321	69.3	2.00e-14
sp|Q9UQB9|AURKC_HUMAN	sp|P19454|CSK22_YEAST	25.410	244	68.9	2.20e-14
sp|Q9UQB9|AURKC_HUMAN	sp|P39073|SSN3_YEAST	27.011	174	68.9	3.44e-14
sp|Q9UQB9|AURKC_HUMAN	sp|P36005|KDX1_YEAST	23.293	249	66.6	1.74e-13
sp|Q9UQB9|AURKC_HUMAN	sp|P32361|IRE1_YEAST	22.556	266	55.1	1.37e-09
sp|Q9UQB9|AURKC_HUMAN	sp|P23291|KC11_YEAST	23.581	229	52.0	9.97e-09
sp|Q9UQB9|AURKC_HUMAN	sp|P29295|HRR25_YEAST	25.620	242	49.3	8.27e-08
sp|Q9UQB9|AURKC_HUMAN	sp|P23292|KC12_YEAST	28.226	124	47.4	3.97e-07
sp|Q15067|ACOX1_HUMAN	sp|P13711|ACOX_YEAST	30.197	712	295	6.60e-91
sp|Q9Y6E0|STK24_HUMAN	sp|P38692|KIC1_YEAST	47.040	321	285	1.03e-87
sp|Q9Y6E0|STK24_HUMAN	sp|P08458|SPS1_YEAST	46.713	289	267	6.59e-86
sp|Q9Y6E0|STK24_HUMAN	sp|Q03497|STE20_YEAST	42.647	272	219	2.01e-64
sp|Q9Y6E0|STK24_HUMAN	sp|P48562|CLA4_YEAST	39.446	289	198	3.77e-57
sp|Q9Y6E0|STK24_HUMAN	sp|Q12469|SKM1_YEAST	37.024	289	194	1.09e-56
sp|Q9Y6E0|STK24_HUMAN	sp|P08018|PBS2_YEAST	33.762	311	162	5.49e-45
sp|Q9Y6E0|STK24_HUMAN	sp|P05986|KAPC_YEAST	29.434	265	117	3.70e-30
sp|Q9Y6E0|STK24_HUMAN	sp|P12688|YPK1_YEAST	29.818	275	119	4.13e-30
sp|Q9Y6E0|STK24_HUMAN	sp|P18961|YPK2_YEAST	29.455	275	117	1.40e-29
sp|Q9Y6E0|STK24_HUMAN	sp|P06245|KAPB_YEAST	28.689	244	114	3.33e-29
sp|Q9Y6E0|STK24_HUMAN	sp|P06244|KAPA_YEAST	31.280	211	112	2.13e-28
sp|Q9Y6E0|STK24_HUMAN	sp|P38991|AURK_YEAST	31.844	179	110	3.77e-28
sp|Q9Y6E0|STK24_HUMAN	sp|P24583|KPC1_YEAST	29.208	202	112	1.93e-27
sp|Q9Y6E0|STK24_HUMAN	sp|Q12236|PKH2_YEAST	31.373	204	110	3.47e-27
sp|Q9Y6E0|STK24_HUMAN	sp|P11792|SCH9_YEAST	28.244	262	109	8.19e-27
sp|Q9Y6E0|STK24_HUMAN	sp|P53739|FPK1_YEAST	27.576	330	108	2.60e-26
sp|Q9Y6E0|STK24_HUMAN	sp|P25341|KIN82_YEAST	30.275	218	107	4.81e-26
sp|Q9Y6E0|STK24_HUMAN	sp|P32562|CDC5_YEAST	26.378	254	106	8.95e-26
sp|Q9Y6E0|STK24_HUMAN	sp|P38070|YPK3_YEAST	26.882	279	104	2.14e-25
sp|Q9Y6E0|STK24_HUMAN	sp|P25389|KCC4_YEAST	31.553	206	103	9.62e-25
sp|Q9Y6E0|STK24_HUMAN	sp|Q12263|GIN4_YEAST	29.224	219	103	1.06e-24
sp|Q9Y6E0|STK24_HUMAN	sp|P17157|PHO85_YEAST	27.152	302	99.8	1.34e-24
sp|Q9Y6E0|STK24_HUMAN	sp|P06782|SNF1_YEAST	30.242	248	102	2.12e-24
sp|Q9Y6E0|STK24_HUMAN	sp|Q03407|PKH1_YEAST	26.894	264	100	9.84e-24
sp|Q9Y6E0|STK24_HUMAN	sp|Q03306|PKH3_YEAST	27.948	229	99.0	3.08e-23
sp|Q9Y6E0|STK24_HUMAN	sp|P00546|CDK1_YEAST	31.429	210	94.7	6.12e-23
sp|Q9Y6E0|STK24_HUMAN	sp|P34244|HSL1_YEAST	29.245	212	97.1	1.45e-22
sp|Q9Y6E0|STK24_HUMAN	sp|Q03957|CTK1_YEAST	28.205	195	95.1	3.76e-22
sp|Q9Y6E0|STK24_HUMAN	sp|P53894|CBK1_YEAST	27.969	261	94.0	1.26e-21
sp|Q9Y6E0|STK24_HUMAN	sp|P32485|HOG1_YEAST	30.612	196	91.7	3.22e-21
sp|Q9Y6E0|STK24_HUMAN	sp|P06242|KIN28_YEAST	23.875	289	82.8	9.65e-19
sp|Q9Y6E0|STK24_HUMAN	sp|P38615|RIM11_YEAST	29.870	231	83.2	1.44e-18
sp|Q9Y6E0|STK24_HUMAN	sp|P15442|GCN2_YEAST	29.442	197	83.2	4.34e-18
sp|Q9Y6E0|STK24_HUMAN	sp|P22204|DBF2_YEAST	25.833	240	82.0	7.47e-18
sp|Q9Y6E0|STK24_HUMAN	sp|P32328|DBF20_YEAST	25.000	240	78.6	8.37e-17
sp|Q9Y6E0|STK24_HUMAN	sp|P14680|YAK1_YEAST	29.187	209	78.6	9.99e-17
sp|Q9Y6E0|STK24_HUMAN	sp|P21965|MCK1_YEAST	29.665	209	72.8	3.78e-15
sp|Q9Y6E0|STK24_HUMAN	sp|P14681|KSS1_YEAST	27.477	222	70.9	1.30e-14
sp|Q9Y6E0|STK24_HUMAN	sp|P16892|FUS3_YEAST	26.471	204	68.6	8.61e-14
sp|Q9Y6E0|STK24_HUMAN	sp|Q00772|SLT2_YEAST	31.481	108	68.9	1.00e-13
sp|Q9Y6E0|STK24_HUMAN	sp|P41808|SMK1_YEAST	32.283	127	68.6	1.03e-13
sp|Q9Y6E0|STK24_HUMAN	sp|P32361|IRE1_YEAST	23.529	391	68.6	2.26e-13
sp|Q9Y6E0|STK24_HUMAN	sp|P50873|MRK1_YEAST	28.571	203	60.8	3.36e-11
sp|Q9Y6E0|STK24_HUMAN	sp|P15790|CSK21_YEAST	30.645	124	60.1	4.19e-11
sp|Q9Y6E0|STK24_HUMAN	sp|P39073|SSN3_YEAST	31.683	101	58.5	2.35e-10
sp|Q9Y6E0|STK24_HUMAN	sp|P36005|KDX1_YEAST	28.972	107	55.8	1.40e-09
sp|Q9Y6E0|STK24_HUMAN	sp|P19454|CSK22_YEAST	26.000	200	54.7	2.03e-09
sp|Q9Y6E0|STK24_HUMAN	sp|P23291|KC11_YEAST	24.883	213	52.4	1.95e-08
sp|Q9Y6E0|STK24_HUMAN	sp|P23292|KC12_YEAST	24.883	213	52.0	2.24e-08
sp|Q9Y6E0|STK24_HUMAN	sp|P29295|HRR25_YEAST	25.000	216	48.9	1.98e-07
sp|Q9UHB4|NDOR1_HUMAN	sp|Q12181|NDOR1_YEAST	29.874	636	289	8.94e-91
sp|Q9UHB4|NDOR1_HUMAN	sp|P16603|NCPR_YEAST	29.358	654	234	2.34e-69
sp|P49643|PRI2_HUMAN	sp|P20457|PRI2_YEAST	36.166	459	281	7.89e-90
sp|P28074|PSB5_HUMAN	sp|P30656|PSB5_YEAST	66.829	205	284	1.11e-97
sp|P28074|PSB5_HUMAN	sp|P25043|PSB2_YEAST	30.508	177	89.7	1.79e-22
sp|P28074|PSB5_HUMAN	sp|P23639|PSA2_YEAST	23.656	186	46.2	3.34e-07
sp|P28074|PSB5_HUMAN	sp|P23638|PSA3_YEAST	22.222	171	42.7	5.34e-06
sp|P28074|PSB5_HUMAN	sp|P40302|PSA6_YEAST	25.676	148	42.0	8.39e-06
sp|P43155|CACP_HUMAN	sp|P32796|CACP_YEAST	31.536	612	283	6.30e-88
sp|P43155|CACP_HUMAN	sp|P80235|CACM_YEAST	28.030	660	213	1.52e-61
sp|Q9UET6|TRM7_HUMAN	sp|P38238|TRM7_YEAST	48.571	315	284	3.03e-96
sp|Q9UET6|TRM7_HUMAN	sp|P25582|SPB1_YEAST	43.119	218	151	4.38e-42
sp|P08865|RSSA_HUMAN	sp|P32905|RSSA1_YEAST	61.692	201	274	1.08e-93
sp|P08865|RSSA_HUMAN	sp|P46654|RSSA2_YEAST	61.194	201	271	1.43e-92
sp|P08240|SRPRA_HUMAN	sp|P32916|SRPR_YEAST	38.075	478	277	9.58e-86
sp|P08240|SRPRA_HUMAN	sp|P20424|SRP54_YEAST	23.948	309	103	3.12e-24
sp|Q00325|S25A3_HUMAN	sp|P40035|PIC2_YEAST	49.481	289	283	1.32e-95
sp|Q00325|S25A3_HUMAN	sp|Q12482|AGC1_YEAST	25.926	270	78.6	6.02e-17
sp|Q00325|S25A3_HUMAN	sp|Q12482|AGC1_YEAST	40.000	70	46.6	1.15e-06
sp|Q00325|S25A3_HUMAN	sp|P04710|ADT1_YEAST	22.979	235	45.4	1.36e-06
sp|Q00325|S25A3_HUMAN	sp|P18239|ADT2_YEAST	21.577	241	43.1	8.10e-06
sp|P61586|RHOA_HUMAN	sp|P06780|RHO1_YEAST	73.118	186	282	3.13e-99
sp|P61586|RHOA_HUMAN	sp|P19073|CDC42_YEAST	51.337	187	203	2.89e-68
sp|P61586|RHOA_HUMAN	sp|Q99260|YPT6_YEAST	31.609	174	82.8	5.13e-21
sp|P61586|RHOA_HUMAN	sp|P01123|YPT1_YEAST	29.299	157	82.8	5.14e-21
sp|P61586|RHOA_HUMAN	sp|P32939|YPT7_YEAST	28.108	185	76.3	1.46e-18
sp|P61586|RHOA_HUMAN	sp|P38555|YPT31_YEAST	31.548	168	72.8	3.14e-17
sp|P61586|RHOA_HUMAN	sp|P32836|GSP2_YEAST	32.479	117	72.4	4.17e-17
sp|P61586|RHOA_HUMAN	sp|P32835|GSP1_YEAST	32.479	117	72.4	5.31e-17
sp|P61586|RHOA_HUMAN	sp|P51996|YPT32_YEAST	30.114	176	70.5	2.74e-16
sp|P61586|RHOA_HUMAN	sp|P39722|GEM1_YEAST	27.368	190	42.0	5.71e-06
sp|O60508|PRP17_HUMAN	sp|P40968|PRP17_YEAST	37.164	409	283	1.92e-90
sp|O60508|PRP17_HUMAN	sp|P38011|GBLP_YEAST	25.681	257	80.9	7.19e-18
sp|O60508|PRP17_HUMAN	sp|P53622|COPA_YEAST	23.345	287	79.7	1.15e-16
sp|O60508|PRP17_HUMAN	sp|P53622|COPA_YEAST	24.211	285	58.2	6.63e-10
sp|O60508|PRP17_HUMAN	sp|P53622|COPA_YEAST	21.344	253	54.7	6.70e-09
sp|O60508|PRP17_HUMAN	sp|P25635|PWP2_YEAST	22.671	322	78.6	2.65e-16
sp|O60508|PRP17_HUMAN	sp|P25635|PWP2_YEAST	23.323	313	58.9	3.44e-10
sp|O60508|PRP17_HUMAN	sp|P25635|PWP2_YEAST	22.561	164	46.2	2.79e-06
sp|O60508|PRP17_HUMAN	sp|P38129|TAF5_YEAST	21.168	274	71.2	4.35e-14
sp|O60508|PRP17_HUMAN	sp|P38129|TAF5_YEAST	22.892	249	61.6	4.10e-11
sp|O60508|PRP17_HUMAN	sp|Q06440|CORO_YEAST	24.876	201	66.6	1.15e-12
sp|O60508|PRP17_HUMAN	sp|P25382|NLE1_YEAST	23.028	317	65.9	1.67e-12
sp|O60508|PRP17_HUMAN	sp|P25382|NLE1_YEAST	27.211	147	63.9	6.83e-12
sp|O60508|PRP17_HUMAN	sp|Q12220|UTP12_YEAST	21.514	251	65.9	2.28e-12
sp|O60508|PRP17_HUMAN	sp|Q12220|UTP12_YEAST	20.492	244	52.0	4.51e-08
sp|O60508|PRP17_HUMAN	sp|Q12220|UTP12_YEAST	22.667	150	48.1	7.00e-07
sp|O60508|PRP17_HUMAN	sp|Q12220|UTP12_YEAST	25.000	160	48.1	8.09e-07
sp|O60508|PRP17_HUMAN	sp|P20053|PRP4_YEAST	22.179	257	64.7	3.13e-12
sp|O60508|PRP17_HUMAN	sp|Q12417|PRP46_YEAST	23.297	279	64.3	4.81e-12
sp|O60508|PRP17_HUMAN	sp|Q12417|PRP46_YEAST	22.120	217	51.6	4.85e-08
sp|O60508|PRP17_HUMAN	sp|P41811|COPB2_YEAST	22.780	259	63.9	8.19e-12
sp|O60508|PRP17_HUMAN	sp|P41811|COPB2_YEAST	27.684	177	55.1	5.51e-09
sp|O60508|PRP17_HUMAN	sp|P41318|LST8_YEAST	28.378	148	54.7	2.78e-09
sp|O60508|PRP17_HUMAN	sp|P41318|LST8_YEAST	22.222	306	54.7	2.93e-09
sp|O60508|PRP17_HUMAN	sp|P41318|LST8_YEAST	24.427	131	47.8	5.05e-07
sp|O60508|PRP17_HUMAN	sp|P33750|DCA13_YEAST	23.228	254	52.4	2.58e-08
sp|O60508|PRP17_HUMAN	sp|P40217|EIF3I_YEAST	22.509	271	50.8	5.76e-08
sp|O60508|PRP17_HUMAN	sp|P18851|GBB_YEAST	22.424	165	50.8	7.79e-08
sp|O60508|PRP17_HUMAN	sp|P18851|GBB_YEAST	20.395	304	47.4	8.95e-07
sp|O60508|PRP17_HUMAN	sp|P36037|DOA1_YEAST	22.500	240	49.7	2.23e-07
sp|O60508|PRP17_HUMAN	sp|Q04491|SEC13_YEAST	24.335	263	48.5	2.78e-07
sp|Q96EF0|MTMR8_HUMAN	sp|P47147|YMR1_YEAST	33.626	455	230	3.60e-67
sp|Q96EF0|MTMR8_HUMAN	sp|P47147|YMR1_YEAST	48.148	81	87.0	6.28e-19
sp|Q5JPH6|SYEM_HUMAN	sp|P48525|SYEM_YEAST	36.546	498	295	7.88e-95
sp|Q5JPH6|SYEM_HUMAN	sp|P13188|SYQ_YEAST	28.782	271	84.7	2.25e-18
sp|Q5JPH6|SYEM_HUMAN	sp|P46655|SYEC_YEAST	25.828	302	71.2	3.84e-14
sp|Q01518|CAP1_HUMAN	sp|P17555|CAP_YEAST	33.398	518	244	3.41e-76
sp|P78406|RAE1L_HUMAN	sp|P40066|GLE2_YEAST	41.161	379	281	7.30e-94
sp|P78406|RAE1L_HUMAN	sp|Q12417|PRP46_YEAST	29.655	145	54.3	2.86e-09
sp|P78406|RAE1L_HUMAN	sp|P38129|TAF5_YEAST	32.520	123	52.0	2.29e-08
sp|P78406|RAE1L_HUMAN	sp|P38129|TAF5_YEAST	27.660	141	45.4	2.13e-06
sp|P78406|RAE1L_HUMAN	sp|P38129|TAF5_YEAST	25.175	143	45.4	2.67e-06
sp|P78406|RAE1L_HUMAN	sp|P25382|NLE1_YEAST	29.921	127	50.4	5.27e-08
sp|P78406|RAE1L_HUMAN	sp|P25382|NLE1_YEAST	27.434	113	48.1	3.04e-07
sp|P78406|RAE1L_HUMAN	sp|P20053|PRP4_YEAST	27.731	119	48.1	2.38e-07
sp|P78406|RAE1L_HUMAN	sp|P42841|PFS2_YEAST	27.273	110	46.6	7.41e-07
sp|P78406|RAE1L_HUMAN	sp|P38011|GBLP_YEAST	27.523	109	43.1	7.43e-06
sp|Q2TAA5|ALG11_HUMAN	sp|P53954|ALG11_YEAST	39.740	385	281	6.76e-90
sp|Q2TAA5|ALG11_HUMAN	sp|P43636|ALG2_YEAST	25.891	421	65.9	1.09e-12
sp|Q8IZ73|RUSD2_HUMAN	sp|Q12362|RIB2_YEAST	50.000	274	280	1.61e-88
sp|Q8IZ73|RUSD2_HUMAN	sp|Q12069|PUS9_YEAST	45.683	278	271	2.97e-86
sp|Q9NQR4|NIT2_HUMAN	sp|P49954|NIT3_YEAST	49.638	276	280	6.40e-96
sp|Q9C0J8|WDR33_HUMAN	sp|P42841|PFS2_YEAST	39.142	373	280	1.83e-84
sp|Q9C0J8|WDR33_HUMAN	sp|P38129|TAF5_YEAST	29.612	206	99.4	3.48e-22
sp|Q9C0J8|WDR33_HUMAN	sp|P38129|TAF5_YEAST	28.571	210	83.6	2.70e-17
sp|Q9C0J8|WDR33_HUMAN	sp|P38129|TAF5_YEAST	25.366	205	74.7	1.51e-14
sp|Q9C0J8|WDR33_HUMAN	sp|P38011|GBLP_YEAST	27.189	217	79.0	1.08e-16
sp|Q9C0J8|WDR33_HUMAN	sp|P41318|LST8_YEAST	23.105	277	77.0	3.37e-16
sp|Q9C0J8|WDR33_HUMAN	sp|P41318|LST8_YEAST	20.307	261	57.8	8.73e-10
sp|Q9C0J8|WDR33_HUMAN	sp|Q05583|CIAO1_YEAST	26.957	230	74.7	2.72e-15
sp|Q9C0J8|WDR33_HUMAN	sp|Q05583|CIAO1_YEAST	24.254	268	69.7	1.18e-13
sp|Q9C0J8|WDR33_HUMAN	sp|Q05583|CIAO1_YEAST	25.260	289	53.9	1.52e-08
sp|Q9C0J8|WDR33_HUMAN	sp|P53622|COPA_YEAST	26.117	291	73.6	3.46e-14
sp|Q9C0J8|WDR33_HUMAN	sp|P53622|COPA_YEAST	26.087	230	62.4	1.06e-10
sp|Q9C0J8|WDR33_HUMAN	sp|Q12417|PRP46_YEAST	28.889	180	67.0	1.84e-12
sp|Q9C0J8|WDR33_HUMAN	sp|Q12417|PRP46_YEAST	24.746	295	58.5	9.36e-10
sp|Q9C0J8|WDR33_HUMAN	sp|P25382|NLE1_YEAST	22.539	386	66.6	3.29e-12
sp|Q9C0J8|WDR33_HUMAN	sp|P25382|NLE1_YEAST	28.977	176	63.2	4.09e-11
sp|Q9C0J8|WDR33_HUMAN	sp|P25382|NLE1_YEAST	21.649	291	62.8	4.66e-11
sp|Q9C0J8|WDR33_HUMAN	sp|P38968|SEC31_YEAST	24.296	284	65.5	1.12e-11
sp|Q9C0J8|WDR33_HUMAN	sp|Q06440|CORO_YEAST	27.397	146	63.5	3.25e-11
sp|Q9C0J8|WDR33_HUMAN	sp|P20053|PRP4_YEAST	24.830	294	60.8	1.98e-10
sp|Q9C0J8|WDR33_HUMAN	sp|P41811|COPB2_YEAST	27.473	273	60.5	3.14e-10
sp|Q9C0J8|WDR33_HUMAN	sp|P41811|COPB2_YEAST	23.293	249	55.8	8.45e-09
sp|Q9C0J8|WDR33_HUMAN	sp|P41811|COPB2_YEAST	23.445	209	51.2	2.41e-07
sp|Q9C0J8|WDR33_HUMAN	sp|P53197|CDH1_YEAST	24.017	229	60.1	4.04e-10
sp|Q9C0J8|WDR33_HUMAN	sp|Q04491|SEC13_YEAST	27.731	238	58.2	5.80e-10
sp|Q9C0J8|WDR33_HUMAN	sp|Q12220|UTP12_YEAST	23.551	276	58.9	9.66e-10
sp|Q9C0J8|WDR33_HUMAN	sp|Q12220|UTP12_YEAST	24.490	196	56.2	6.46e-09
sp|Q9C0J8|WDR33_HUMAN	sp|Q12220|UTP12_YEAST	23.636	220	54.7	2.03e-08
sp|Q9C0J8|WDR33_HUMAN	sp|Q12220|UTP12_YEAST	24.845	161	54.3	2.44e-08
sp|Q9C0J8|WDR33_HUMAN	sp|Q12220|UTP12_YEAST	23.423	222	53.1	5.56e-08
sp|Q9C0J8|WDR33_HUMAN	sp|Q05946|UTP13_YEAST	26.396	197	58.9	1.02e-09
sp|Q9C0J8|WDR33_HUMAN	sp|Q05946|UTP13_YEAST	19.850	267	51.2	2.67e-07
sp|Q9C0J8|WDR33_HUMAN	sp|P36037|DOA1_YEAST	26.744	172	55.1	1.56e-08
sp|Q9C0J8|WDR33_HUMAN	sp|P26309|CDC20_YEAST	23.013	239	54.3	2.67e-08
sp|Q9C0J8|WDR33_HUMAN	sp|P25635|PWP2_YEAST	22.397	317	53.9	4.00e-08
sp|Q9C0J8|WDR33_HUMAN	sp|P25635|PWP2_YEAST	22.112	303	53.5	4.99e-08
sp|Q9C0J8|WDR33_HUMAN	sp|P40217|EIF3I_YEAST	21.795	312	52.8	4.86e-08
sp|P11908|PRPS2_HUMAN	sp|P38063|KPR4_YEAST	62.893	318	408	5.05e-145
sp|P11908|PRPS2_HUMAN	sp|P38689|KPR3_YEAST	61.371	321	404	9.65e-144
sp|P11908|PRPS2_HUMAN	sp|P38620|KPR2_YEAST	61.950	318	399	1.16e-141
sp|P11908|PRPS2_HUMAN	sp|P32895|KPR1_YEAST	51.777	197	234	1.94e-75
sp|P11908|PRPS2_HUMAN	sp|P32895|KPR1_YEAST	44.643	112	91.3	7.82e-22
sp|P11908|PRPS2_HUMAN	sp|Q12265|KPR5_YEAST	60.000	90	124	3.12e-33
sp|P11908|PRPS2_HUMAN	sp|Q12265|KPR5_YEAST	49.138	116	122	1.40e-32
sp|P11908|PRPS2_HUMAN	sp|Q12265|KPR5_YEAST	55.670	97	114	1.21e-29
sp|P30838|AL3A1_HUMAN	sp|Q04458|HFD1_YEAST	34.316	475	247	1.33e-77
sp|P30838|AL3A1_HUMAN	sp|P47771|ALDH2_YEAST	30.044	456	164	1.09e-46
sp|P30838|AL3A1_HUMAN	sp|P54114|ALDH3_YEAST	30.377	451	163	2.93e-46
sp|P30838|AL3A1_HUMAN	sp|P40047|ALDH5_YEAST	27.354	446	149	6.64e-41
sp|P30838|AL3A1_HUMAN	sp|P38067|SSDH_YEAST	26.444	450	145	1.60e-39
sp|P30838|AL3A1_HUMAN	sp|P46367|ALDH4_YEAST	28.979	421	141	5.56e-38
sp|P30838|AL3A1_HUMAN	sp|P54115|ALDH6_YEAST	27.635	351	115	6.76e-29
sp|P30838|AL3A1_HUMAN	sp|P07275|PUT2_YEAST	24.821	419	74.3	2.40e-15
sp|Q01780|EXOSX_HUMAN	sp|Q12149|RRP6_YEAST	32.373	590	279	3.61e-83
sp|O94973|AP2A2_HUMAN	sp|P38065|AP2A_YEAST	27.051	1024	277	3.90e-80
sp|O94973|AP2A2_HUMAN	sp|Q12028|AP1G1_YEAST	23.431	478	109	1.58e-25
sp|O94973|AP2A2_HUMAN	sp|Q08951|AP3D_YEAST	21.591	616	101	6.69e-23
sp|P46781|RS9_HUMAN	sp|O13516|RS9A_YEAST	72.159	176	271	4.66e-95
sp|P46781|RS9_HUMAN	sp|P05755|RS9B_YEAST	74.706	170	270	1.36e-94
sp|Q92994|TF3B_HUMAN	sp|P29056|TF3B_YEAST	31.796	607	270	4.20e-83
sp|P49917|DNLI4_HUMAN	sp|Q08387|DNLI4_YEAST	26.183	951	278	6.30e-81
sp|P49917|DNLI4_HUMAN	sp|P04819|DNLI1_YEAST	25.000	652	172	1.19e-45
sp|Q96T83|SL9A7_HUMAN	sp|Q04121|NHX1_YEAST	33.267	502	255	1.49e-76
sp|Q969Y2|GTPB3_HUMAN	sp|P32559|MSS1_YEAST	34.630	514	290	1.61e-93
sp|P23786|CPT2_HUMAN	sp|P80235|CACM_YEAST	30.074	675	266	8.55e-81
sp|P23786|CPT2_HUMAN	sp|P32796|CACP_YEAST	27.786	637	225	1.07e-65
sp|Q9Y617|SERC_HUMAN	sp|P33330|SERC_YEAST	40.052	387	276	2.21e-91
sp|Q15386|UBE3C_HUMAN	sp|P53119|HUL5_YEAST	39.073	453	276	1.49e-79
sp|Q15386|UBE3C_HUMAN	sp|Q03280|TOM1_YEAST	31.951	410	189	7.71e-50
sp|Q15386|UBE3C_HUMAN	sp|P39940|RSP5_YEAST	30.245	367	169	3.33e-44
sp|Q15386|UBE3C_HUMAN	sp|P40985|HUL4_YEAST	28.191	376	129	1.26e-31
sp|Q15386|UBE3C_HUMAN	sp|P33202|UFD4_YEAST	29.431	299	122	4.54e-29
sp|O00400|ACATN_HUMAN	sp|P38318|YB70_YEAST	31.022	548	276	5.08e-87
sp|O15269|SPTC1_HUMAN	sp|P25045|SPTC1_YEAST	33.203	512	276	6.59e-88
sp|O15269|SPTC1_HUMAN	sp|P40970|LCB2_YEAST	33.591	259	168	2.48e-47
sp|O15269|SPTC1_HUMAN	sp|P09950|HEM1_YEAST	27.007	274	105	2.61e-25
sp|P25789|PSA4_HUMAN	sp|P23638|PSA3_YEAST	53.333	240	271	3.10e-93
sp|P25789|PSA4_HUMAN	sp|P32379|PSA5_YEAST	33.074	257	144	1.64e-43
sp|P25789|PSA4_HUMAN	sp|P23639|PSA2_YEAST	37.838	222	143	3.38e-43
sp|P25789|PSA4_HUMAN	sp|P40303|PSA4_YEAST	33.193	238	143	4.27e-43
sp|P25789|PSA4_HUMAN	sp|P40302|PSA6_YEAST	40.462	173	115	1.83e-32
sp|P25789|PSA4_HUMAN	sp|P21242|PSA7_YEAST	33.032	221	112	1.05e-30
sp|P25789|PSA4_HUMAN	sp|P21243|PSA1_YEAST	32.044	181	102	1.72e-27
sp|Q15907|RB11B_HUMAN	sp|P38555|YPT31_YEAST	61.435	223	275	9.29e-96
sp|Q15907|RB11B_HUMAN	sp|P51996|YPT32_YEAST	60.000	215	270	6.69e-94
sp|Q15907|RB11B_HUMAN	sp|P01123|YPT1_YEAST	47.143	210	199	6.27e-66
sp|Q15907|RB11B_HUMAN	sp|Q99260|YPT6_YEAST	36.190	210	137	1.54e-41
sp|Q15907|RB11B_HUMAN	sp|P32939|YPT7_YEAST	34.597	211	121	1.16e-35
sp|Q15907|RB11B_HUMAN	sp|P32836|GSP2_YEAST	35.714	154	103	1.71e-28
sp|Q15907|RB11B_HUMAN	sp|P32835|GSP1_YEAST	35.714	154	103	1.92e-28
sp|Q15907|RB11B_HUMAN	sp|P06780|RHO1_YEAST	30.952	168	70.9	2.47e-16
sp|Q15907|RB11B_HUMAN	sp|P19073|CDC42_YEAST	26.190	168	68.9	1.07e-15
sp|Q15907|RB11B_HUMAN	sp|P19146|ARF2_YEAST	26.000	150	46.2	1.34e-07
