Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
P32599	reviewed	FIMB_YEAST	Fimbrin (ABP67)	SAC6 YDR129C YD9302.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642	actin cortical patch [GO:0030479]; actin filament [GO:0005884]; actin filament bundle [GO:0032432]; cellular bud tip [GO:0005934]; cytoplasm [GO:0005737]; mating projection tip [GO:0043332]; plasma membrane [GO:0005886]; actin filament binding [GO:0051015]; metal ion binding [GO:0046872]; protein-macromolecule adaptor activity [GO:0030674]; actin filament bundle assembly [GO:0051017]; actin filament network formation [GO:0051639]; actin filament organization [GO:0007015]; formin-nucleated actin cable assembly [GO:0070649]	GO:0005737; GO:0005884; GO:0005886; GO:0005934; GO:0007015; GO:0030479; GO:0030674; GO:0032432; GO:0043332; GO:0046872; GO:0051015; GO:0051017; GO:0051639; GO:0070649
P32600	reviewed	TOR2_YEAST	Serine/threonine-protein kinase TOR2 (EC 2.7.1.67) (EC 2.7.11.1) (Dominant rapamycin resistance protein 2) (Phosphatidylinositol 4-kinase TOR2) (PI4-kinase TOR2) (PI4K TOR2) (PtdIns-4-kinase TOR2) (Target of rapamycin kinase 2) (Temperature-sensitive CSG2 suppressor protein 14)	TOR2 DRR2 TSC14 YKL203C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2474	cytoplasm [GO:0005737]; fungal-type vacuole membrane [GO:0000329]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; TOR complex [GO:0038201]; TORC1 complex [GO:0031931]; TORC2 complex [GO:0031932]; 1-phosphatidylinositol 4-kinase activity [GO:0004430]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein-containing complex binding [GO:0044877]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; cellular response to nitrogen starvation [GO:0006995]; cytoskeleton organization [GO:0007010]; establishment or maintenance of actin cytoskeleton polarity [GO:0030950]; negative regulation of autophagy [GO:0010507]; negative regulation of macroautophagy [GO:0016242]; positive regulation of endocytosis [GO:0045807]; positive regulation of Rho protein signal transduction [GO:0035025]; regulation of cell cycle [GO:0051726]; regulation of cell growth [GO:0001558]; regulation of snRNA pseudouridine synthesis [GO:1905356]; response to nutrient [GO:0007584]; ribosome biogenesis [GO:0042254]; TOR signaling [GO:0031929]; TORC1 signaling [GO:0038202]	GO:0000329; GO:0001558; GO:0004430; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005886; GO:0006995; GO:0007010; GO:0007584; GO:0010507; GO:0016242; GO:0030950; GO:0031929; GO:0031931; GO:0031932; GO:0035025; GO:0035175; GO:0035402; GO:0035403; GO:0035979; GO:0038201; GO:0038202; GO:0042254; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0044877; GO:0045807; GO:0051726; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1905356; GO:1990244
P32602	reviewed	SEC17_YEAST	Alpha-soluble NSF attachment protein (SNAP-alpha) (N-ethylmaleimide-sensitive factor attachment protein alpha) (Vesicular-fusion protein SEC17) (alpha-SNAP chaperone)	SEC17 YBL050W YBL0505 YBL0517	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292	cytosol [GO:0005829]; fungal-type vacuole membrane [GO:0000329]; SNARE complex [GO:0031201]; ATPase activator activity [GO:0001671]; soluble NSF attachment protein activity [GO:0005483]; syntaxin binding [GO:0019905]; autophagy [GO:0006914]; intracellular protein transport [GO:0006886]; SNARE complex disassembly [GO:0035494]; vacuole fusion, non-autophagic [GO:0042144]; vesicle fusion with Golgi apparatus [GO:0048280]	GO:0000329; GO:0001671; GO:0005483; GO:0005829; GO:0006886; GO:0006914; GO:0019905; GO:0031201; GO:0035494; GO:0042144; GO:0048280
P32604	reviewed	F26_YEAST	Fructose-2,6-bisphosphatase (FBPase 2) (EC 3.1.3.46)	FBP26 YJL155C J0575	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452	cytoplasm [GO:0005737]; cytosol [GO:0005829]; 6-phosphofructo-2-kinase activity [GO:0003873]; ATP binding [GO:0005524]; fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]; fructose 2,6-bisphosphate metabolic process [GO:0006003]; fructose metabolic process [GO:0006000]; glucose metabolic process [GO:0006006]	GO:0003873; GO:0004331; GO:0005524; GO:0005737; GO:0005829; GO:0006000; GO:0006003; GO:0006006
P32605	reviewed	RU1A_YEAST	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A) (Mutant U1 die protein 1)	MUD1 YBR119W YBR0915	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298	commitment complex [GO:0000243]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004]; U1 snRNA binding [GO:0030619]; mRNA 5'-splice site recognition [GO:0000395]; mRNA splicing, via spliceosome [GO:0000398]	GO:0000243; GO:0000395; GO:0000398; GO:0005634; GO:0005681; GO:0005685; GO:0030619; GO:0071004
P32607	reviewed	RTG1_YEAST	Retrograde regulation protein 1	RTG1 YOL067C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	177	cytoplasm [GO:0005737]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; cellular response to oleic acid [GO:0071400]; mitochondria-nucleus signaling pathway [GO:0031930]; peroxisome fission [GO:0016559]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000981; GO:0003677; GO:0005634; GO:0005667; GO:0005737; GO:0006357; GO:0016559; GO:0031930; GO:0045944; GO:0046983; GO:0071400
P32609	reviewed	PEP7_YEAST	Vacuolar segregation protein PEP7 (Carboxypeptidase Y-deficient protein 7) (Protein VAC1) (Vacuolar protein sorting-associated protein 19) (Vacuolar protein-targeting protein 19)	PEP7 VAC1 VPL21 VPS19 VPT19 YDR323C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	515	cytoplasm [GO:0005737]; cytoplasmic side of endosome membrane [GO:0010009]; cytosol [GO:0005829]; nucleus [GO:0005634]; vacuolar membrane [GO:0005774]; phosphatidylinositol-3-phosphate binding [GO:0032266]; zinc ion binding [GO:0008270]; Golgi to endosome transport [GO:0006895]; Golgi to vacuole transport [GO:0006896]; vacuole inheritance [GO:0000011]; vesicle docking involved in exocytosis [GO:0006904]; vesicle fusion [GO:0006906]	GO:0000011; GO:0005634; GO:0005737; GO:0005774; GO:0005829; GO:0006895; GO:0006896; GO:0006904; GO:0006906; GO:0008270; GO:0010009; GO:0032266
P32610	reviewed	VATD_YEAST	V-type proton ATPase subunit D (V-ATPase subunit D) (Vacuolar proton pump subunit D)	VMA8 YEL051W SYGP-ORF11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	256	fungal-type vacuole membrane [GO:0000329]; Golgi membrane [GO:0000139]; membrane raft [GO:0045121]; proton-transporting V-type ATPase complex [GO:0033176]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]; vacuolar proton-transporting V-type ATPase, V1 domain [GO:0000221]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]; endosomal lumen acidification [GO:0048388]; Golgi lumen acidification [GO:0061795]; proton transmembrane transport [GO:1902600]; vacuolar acidification [GO:0007035]	GO:0000139; GO:0000221; GO:0000329; GO:0007035; GO:0016471; GO:0033176; GO:0045121; GO:0046961; GO:0048388; GO:0061795; GO:1902600
P32614	reviewed	FRDS_YEAST	Fumarate reductase 1 (FRDS1) (EC 1.3.1.6) (FAD-dependent oxidoreductase) (NADH-dependent fumarate reductase) (Soluble fumarate reductase, cytoplasmic isozyme)	FRD1 FRDS FRDS1 YEL047C SYGP-ORF35	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	470	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; FMN binding [GO:0010181]; fumarate reductase (NADH) activity [GO:0016156]; cellular response to anoxia [GO:0071454]	GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0010181; GO:0016156; GO:0071454
P32621	reviewed	GDA1_YEAST	Guanosine-diphosphatase (GDPase) (EC 3.6.1.42)	GDA1 YEL042W SYGP-ORF16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	518	Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; GDP phosphatase activity [GO:0004382]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; UDP phosphatase activity [GO:0045134]; nucleoside diphosphate catabolic process [GO:0009134]; protein glycosylation [GO:0006486]; protein N-linked glycosylation [GO:0006487]	GO:0000139; GO:0004382; GO:0005794; GO:0006486; GO:0006487; GO:0009134; GO:0016020; GO:0017111; GO:0045134
P32622	reviewed	YEF1_YEAST	ATP-NADH kinase YEF1 (EC 2.7.1.86)	YEF1 YEL041W SYGP-ORF17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	495	ATP binding [GO:0005524]; NAD+ kinase activity [GO:0003951]; NADH kinase activity [GO:0042736]; NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]	GO:0003951; GO:0005524; GO:0006741; GO:0019674; GO:0042736
P32623	reviewed	CRH2_YEAST	Probable glycosidase CRH2 (EC 3.2.-.-) (Congo red hypersensitive protein 2) (Unknown transcript 2 protein)	UTR2 CRH2 YEL040W SYGP-ORF18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	467	cellular bud neck septin ring [GO:0000144]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; side of membrane [GO:0098552]; glycosyltransferase activity [GO:0016757]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]; chitin metabolic process [GO:0006030]; fungal-type cell wall organization [GO:0031505]	GO:0000144; GO:0004553; GO:0005576; GO:0005975; GO:0006030; GO:0009277; GO:0016757; GO:0031505; GO:0098552
P32626	reviewed	ENOPH_YEAST	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (Unknown transcript 4 protein)	UTR4 YEL038W SYGP-ORF20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	227	cytoplasm [GO:0005737]; nucleus [GO:0005634]; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity [GO:0043715]; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity [GO:0043716]; acireductone synthase activity [GO:0043874]; magnesium ion binding [GO:0000287]; L-methionine salvage from methylthioadenosine [GO:0019509]	GO:0000287; GO:0005634; GO:0005737; GO:0019509; GO:0043715; GO:0043716; GO:0043874
P32628	reviewed	RAD23_YEAST	UV excision repair protein RAD23	RAD23 YEL037C SYGP-ORF29	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	398	cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleotide-excision repair factor 2 complex [GO:0000111]; PNGase complex [GO:0120125]; damaged DNA binding [GO:0003684]; K48-linked polyubiquitin modification-dependent protein binding [GO:0036435]; polyubiquitin modification-dependent protein binding [GO:0031593]; proteasome binding [GO:0070628]; protein-macromolecule adaptor activity [GO:0030674]; ubiquitin binding [GO:0043130]; ERAD pathway [GO:0036503]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleotide-excision repair, DNA damage recognition [GO:0000715]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0000111; GO:0000122; GO:0000715; GO:0003684; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0030674; GO:0031593; GO:0036435; GO:0036503; GO:0043130; GO:0043161; GO:0070628; GO:0120125
P32629	reviewed	ANP1_YEAST	Mannan polymerase II complex ANP1 subunit (M-Pol II subunit ANP1) (Aminonitrophenyl propanediol resistance protein)	ANP1 GEM3 YEL036C SYGP-ORF28	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	500	endoplasmic reticulum membrane [GO:0005789]; Golgi cis cisterna [GO:0000137]; mannan polymerase complex [GO:0000136]; alpha-1,6-mannosyltransferase activity [GO:0000009]; cell wall mannoprotein biosynthetic process [GO:0000032]; protein N-linked glycosylation [GO:0006487]	GO:0000009; GO:0000032; GO:0000136; GO:0000137; GO:0005789; GO:0006487
P32639	reviewed	BRR2_YEAST	Pre-mRNA-splicing helicase BRR2 (EC 3.6.4.13) (Protein Snu246)	BRR2 RSS1 SNU246 YER172C SYGP-ORF66	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2163	nucleus [GO:0005634]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]; mRNA splicing, via spliceosome [GO:0000398]; spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) [GO:0000388]	GO:0000388; GO:0000398; GO:0000974; GO:0003676; GO:0003724; GO:0005524; GO:0005634; GO:0005681; GO:0005682; GO:0016887; GO:0042802; GO:0046540
P32641	reviewed	RAD24_YEAST	Checkpoint protein RAD24	RAD24 YER173W SYGP-ORF60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	659	nucleus [GO:0005634]; Rad17 RFC-like complex [GO:0031389]; ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA clamp loader activity [GO:0003689]; DNA damage checkpoint signaling [GO:0000077]; DNA repair [GO:0006281]; mitotic DNA replication checkpoint signaling [GO:0033314]; nucleotide-excision repair [GO:0006289]; reciprocal meiotic recombination [GO:0007131]	GO:0000077; GO:0003682; GO:0003689; GO:0005524; GO:0005634; GO:0006281; GO:0006289; GO:0007131; GO:0031389; GO:0033314
P32642	reviewed	GLRX4_YEAST	Monothiol glutaredoxin-4	GRX4 YER174C SYGP-ORF64	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	244	cytoplasm [GO:0005737]; cytosol [GO:0005829]; iron-sulfur cluster assembly complex [GO:1990229]; nucleus [GO:0005634]; 2 iron, 2 sulfur cluster binding [GO:0051537]; disulfide oxidoreductase activity [GO:0015036]; glutathione transferase activity [GO:0004364]; metal ion binding [GO:0046872]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; actin cytoskeleton organization [GO:0030036]; cellular response to oxidative stress [GO:0034599]; intracellular iron ion homeostasis [GO:0006879]; iron-sulfur cluster assembly [GO:0016226]	GO:0004364; GO:0005634; GO:0005737; GO:0005829; GO:0006879; GO:0015036; GO:0016226; GO:0030036; GO:0034599; GO:0046872; GO:0051537; GO:0061629; GO:1990229
P32643	reviewed	TMT1_YEAST	Trans-aconitate 3-methyltransferase (EC 2.1.1.145)	TMT1 TAM1 YER175C SYGP-ORF63	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	299	cytosol [GO:0005829]; trans-aconitate 3-methyltransferase activity [GO:0046547]; cellular response to amino acid starvation [GO:0034198]; methylation [GO:0032259]	GO:0005829; GO:0032259; GO:0034198; GO:0046547
P32644	reviewed	ECM32_YEAST	Putative ATP-dependent RNA helicase ECM32 (EC 3.6.4.13) (DNA helicase B) (Hcs B) (DNA helicase III) (Extracellular mutant protein 32) (Helicase 1) (scHelI) (Modulator of translation termination protein 1)	ECM32 HEL1 MTT1 YER176W SYGP-ORF61	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1121	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translational termination [GO:0006449]	GO:0000184; GO:0003677; GO:0003678; GO:0003723; GO:0003724; GO:0003729; GO:0005524; GO:0005737; GO:0006449; GO:0010494; GO:0016887
P32657	reviewed	CHD1_YEAST	Chromo domain-containing protein 1 (EC 3.6.4.-) (ATP-dependent helicase CHD1)	CHD1 YER164W SYGP-ORF4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1468	chromatin [GO:0000785]; mitochondrion [GO:0005739]; nucleolar chromatin [GO:0030874]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; site of double-strand break [GO:0035861]; SLIK (SAGA-like) complex [GO:0046695]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; chromatin DNA binding [GO:0031490]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; histone binding [GO:0042393]; methylated histone binding [GO:0035064]; rDNA binding [GO:0000182]; transcription cis-regulatory region binding [GO:0000976]; chromatin remodeling [GO:0006338]; DNA double-strand break processing [GO:0000729]; double-strand break repair via homologous recombination [GO:0000724]; negative regulation of DNA-templated DNA replication [GO:2000104]; nucleosome organization [GO:0034728]; regulation of chromatin organization [GO:1902275]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcriptional start site selection at RNA polymerase II promoter [GO:0001178]; sister chromatid cohesion [GO:0007062]; termination of RNA polymerase I transcription [GO:0006363]; termination of RNA polymerase II transcription [GO:0006369]; transcription elongation by RNA polymerase II [GO:0006368]	GO:0000124; GO:0000182; GO:0000724; GO:0000729; GO:0000785; GO:0000976; GO:0001178; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0005739; GO:0006338; GO:0006357; GO:0006363; GO:0006368; GO:0006369; GO:0007062; GO:0008094; GO:0016887; GO:0030874; GO:0031490; GO:0034728; GO:0035064; GO:0035861; GO:0042393; GO:0046695; GO:0140658; GO:1902275; GO:2000104
