From	Entry	Entry Name	Organism	Gene Ontology (GO)	Gene Ontology IDs
4932.YER176W	P32644	ECM32_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translational termination [GO:0006449]	GO:0000184; GO:0003677; GO:0003678; GO:0003723; GO:0003724; GO:0003729; GO:0005524; GO:0005737; GO:0006449; GO:0010494; GO:0016887
4932.YBR296C	P38361	PHO89_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	endoplasmic reticulum [GO:0005783]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; sodium:phosphate symporter activity [GO:0005436]; phosphate ion transmembrane transport [GO:0035435]; phosphate ion transport [GO:0006817]; transmembrane transport [GO:0055085]	GO:0005436; GO:0005783; GO:0005886; GO:0006817; GO:0035435; GO:0042802; GO:0055085
4932.YHR070W	P38793	TRM5_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; tRNA (guanine(37)-N1)-methyltransferase activity [GO:0052906]; tRNA methyltransferase activity [GO:0008175]; mitochondrial tRNA methylation [GO:0070901]; tRNA modification [GO:0006400]; tRNA N1-guanine methylation [GO:0002939]	GO:0002939; GO:0005634; GO:0005654; GO:0005737; GO:0005759; GO:0006400; GO:0008175; GO:0052906; GO:0070901
4932.YER110C	P40069	IMB4_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; nuclear pore [GO:0005643]; nucleus [GO:0005634]; nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]; small GTPase binding [GO:0031267]; mRNA transport [GO:0051028]; NLS-bearing protein import into nucleus [GO:0006607]; protein import into nucleus [GO:0006606]; regulation of pseudohyphal growth [GO:2000220]	GO:0005634; GO:0005643; GO:0005737; GO:0006606; GO:0006607; GO:0008139; GO:0010494; GO:0031267; GO:0051028; GO:0061608; GO:2000220
4932.YDR339C	Q05498	FCF1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]; RNA endonuclease activity [GO:0004521]; endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; maturation of SSU-rRNA [GO:0030490]	GO:0000447; GO:0000472; GO:0000480; GO:0004521; GO:0005654; GO:0005730; GO:0030490; GO:0032040
4932.YKL218C	P36007	LTHAD_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	ATP binding [GO:0005524]; D-serine ammonia-lyase activity [GO:0008721]; L-serine ammonia-lyase activity [GO:0003941]; magnesium ion binding [GO:0000287]; pyridoxal phosphate binding [GO:0030170]; serine racemase activity [GO:0030378]; threo-3-hydroxyaspartate ammonia-lyase activity [GO:0030848]; threonine racemase activity [GO:0018114]; amino acid metabolic process [GO:0006520]; modified amino acid catabolic process [GO:0042219]	GO:0000287; GO:0003941; GO:0005524; GO:0006520; GO:0008721; GO:0018114; GO:0030170; GO:0030378; GO:0030848; GO:0042219
4932.YFR051C	P43621	COPD_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi distribution to daughter cells [GO:0090167]; Golgi inheritance [GO:0048313]; Golgi localization [GO:0051645]; protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	GO:0000139; GO:0006888; GO:0006890; GO:0015031; GO:0030126; GO:0048313; GO:0051645; GO:0090167
4932.YJR105W	P47143	ADK_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; adenosine kinase activity [GO:0004001]; ATP binding [GO:0005524]; AMP salvage [GO:0044209]; purine nucleobase metabolic process [GO:0006144]; purine ribonucleoside salvage [GO:0006166]	GO:0004001; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006144; GO:0006166; GO:0044209
4932.YDR497C	P30605	ITR1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cell periphery [GO:0071944]; fungal-type vacuole [GO:0000324]; fungal-type vacuole membrane [GO:0000329]; membrane [GO:0016020]; plasma membrane [GO:0005886]; myo-inositol transmembrane transporter activity [GO:0005365]; myo-inositol:proton symporter activity [GO:0005366]; myo-inositol import across plasma membrane [GO:1904679]; myo-inositol transport [GO:0015798]; pseudohyphal growth [GO:0007124]; transmembrane transport [GO:0055085]	GO:0000324; GO:0000329; GO:0005365; GO:0005366; GO:0005886; GO:0007124; GO:0015798; GO:0016020; GO:0055085; GO:0071944; GO:1904679
4932.YBR133C	P38274	HSL7_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cellular bud neck [GO:0005935]; cellular bud neck septin collar [GO:0032174]; cellular bud neck septin ring [GO:0000144]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; outer plaque of spindle pole body [GO:0005824]; histone arginine N-methyltransferase activity [GO:0008469]; histone H2AQ104 methyltransferase activity [GO:1990259]; histone H3K37 methyltransferase activity [GO:0062122]; histone H3K56 methyltransferase activity [GO:0140759]; histone H3R17 methyltransferase activity [GO:0035642]; histone H3R2 methyltransferase activity [GO:0070611]; histone H3R26 methyltransferase activity [GO:0140903]; histone H3R8 methyltransferase activity [GO:0140592]; histone H4K12 methyltransferase activity [GO:0140984]; histone H4R3 methyltransferase activity [GO:0044020]; histone methyltransferase activity [GO:0042054]; protein-arginine omega-N monomethyltransferase activity [GO:0035241]; protein-arginine omega-N symmetric methyltransferase activity [GO:0035243]; cell division [GO:0051301]; cell morphogenesis [GO:0000902]; G2/M transition of mitotic cell cycle [GO:0000086]; methylation [GO:0032259]; positive regulation of mitotic nuclear division [GO:0045840]; protein catabolic process [GO:0030163]; regulation of cell cycle [GO:0051726]; regulation of DNA-templated transcription [GO:0006355]	GO:0000086; GO:0000144; GO:0000902; GO:0005634; GO:0005737; GO:0005824; GO:0005829; GO:0005935; GO:0006355; GO:0008469; GO:0030163; GO:0032174; GO:0032259; GO:0035241; GO:0035243; GO:0035642; GO:0042054; GO:0044020; GO:0045840; GO:0051301; GO:0051726; GO:0062122; GO:0070611; GO:0140592; GO:0140759; GO:0140903; GO:0140984; GO:1990259
4932.YHR088W	P38805	RPF1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]; rRNA primary transcript binding [GO:0042134]; maturation of 5.8S rRNA [GO:0000460]; maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA [GO:0000470]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; ribosomal large subunit export from nucleus [GO:0000055]	GO:0000055; GO:0000460; GO:0000463; GO:0000466; GO:0000470; GO:0005730; GO:0030687; GO:0042134
4932.YKR104W	P0CE69	YK104_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transport [GO:0055085]	GO:0005524; GO:0016020; GO:0016887; GO:0055085
4932.YCR091W	P25341	KIN82_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; 3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; phospholipid translocation [GO:0045332]; response to pheromone triggering conjugation with cellular fusion [GO:0000749]	GO:0000749; GO:0004672; GO:0004674; GO:0004676; GO:0004677; GO:0004679; GO:0004694; GO:0004711; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0035175; GO:0035402; GO:0035403; GO:0035979; GO:0044022; GO:0044023; GO:0044024; GO:0044025; GO:0045332; GO:0072354; GO:0072371; GO:0072518; GO:0106310; GO:0140823; GO:0140855; GO:0140857; GO:1990244
4932.YDR080W	P38959	VPS41_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	endosome [GO:0005768]; fungal-type vacuole membrane [GO:0000329]; HOPS complex [GO:0030897]; late endosome [GO:0005770]; small GTPase binding [GO:0031267]; cellular response to starvation [GO:0009267]; cytoplasm to vacuole targeting by the Cvt pathway [GO:0032258]; endosomal vesicle fusion [GO:0034058]; macroautophagy [GO:0016236]; piecemeal microautophagy of the nucleus [GO:0034727]; protein targeting to vacuole [GO:0006623]; protein transport [GO:0015031]; regulation of SNARE complex assembly [GO:0035542]; vacuolar protein processing [GO:0006624]; vacuole fusion, non-autophagic [GO:0042144]; vacuole organization [GO:0007033]; vesicle tethering [GO:0099022]; vesicle-mediated transport [GO:0016192]	GO:0000329; GO:0005768; GO:0005770; GO:0006623; GO:0006624; GO:0007033; GO:0009267; GO:0015031; GO:0016192; GO:0016236; GO:0030897; GO:0031267; GO:0032258; GO:0034058; GO:0034727; GO:0035542; GO:0042144; GO:0099022
4932.YFR028C	Q00684	CDC14_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cellular bud neck [GO:0005935]; cytoplasm [GO:0005737]; mitotic spindle [GO:0072686]; mitotic spindle pole body [GO:0044732]; new mitotic spindle pole body [GO:0071958]; nucleolus [GO:0005730]; nucleus [GO:0005634]; RENT complex [GO:0030869]; spindle pole [GO:0000922]; spindle pole body [GO:0005816]; histone H2AXY142 phosphatase activity [GO:0140793]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; phosphoprotein phosphatase activity [GO:0004721]; protein serine/threonine phosphatase activity [GO:0004722]; protein tyrosine phosphatase activity [GO:0004725]; protein tyrosine phosphatase activity, metal-dependent [GO:0030946]; autophagy of mitochondrion [GO:0000422]; cell division [GO:0051301]; cellular response to osmotic stress [GO:0071470]; chromosome segregation [GO:0007059]; meiotic nuclear division [GO:0140013]; meiotic spindle disassembly [GO:0051229]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]; negative regulation of transcription by RNA polymerase I [GO:0016479]; positive regulation of autophagosome assembly [GO:2000786]; positive regulation of autophagy [GO:0010508]; positive regulation of cytokinesis [GO:0032467]; positive regulation of mitotic actomyosin contractile ring assembly [GO:1903501]; rDNA chromatin condensation [GO:0070550]; rDNA heterochromatin formation [GO:0000183]; regulation of exit from mitosis [GO:0007096]	GO:0000183; GO:0000226; GO:0000278; GO:0000422; GO:0000922; GO:0004721; GO:0004722; GO:0004725; GO:0004726; GO:0005634; GO:0005730; GO:0005737; GO:0005816; GO:0005935; GO:0007059; GO:0007096; GO:0010508; GO:0016479; GO:0030869; GO:0030946; GO:0032467; GO:0044732; GO:0051229; GO:0051301; GO:0070550; GO:0071470; GO:0071958; GO:0072686; GO:0140013; GO:0140793; GO:1903501; GO:2000786
4932.YDR373W	Q06389	NCS1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cellular bud membrane [GO:0033101]; cytosol [GO:0005829]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; enzyme activator activity [GO:0008047]; regulation of signal transduction [GO:0009966]	GO:0000139; GO:0005509; GO:0005829; GO:0008047; GO:0009966; GO:0016020; GO:0033101; GO:0043231
4932.Q0275	P00420	COX3_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; ubiquinone binding [GO:0048039]; aerobic respiration [GO:0009060]; cellular respiration [GO:0045333]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]	GO:0004129; GO:0005739; GO:0005743; GO:0006123; GO:0009060; GO:0031966; GO:0045277; GO:0045333; GO:0048039
4932.YGR202C	P13259	PCY1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	membrane [GO:0016020]; NLS-dependent protein nuclear import complex [GO:0042564]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; choline-phosphate cytidylyltransferase activity [GO:0004105]; phosphatidylcholine binding [GO:0031210]; CDP-choline pathway [GO:0006657]; phosphatidylcholine biosynthetic process [GO:0006656]	GO:0004105; GO:0005634; GO:0005635; GO:0006656; GO:0006657; GO:0016020; GO:0031210; GO:0042564
4932.YBR234C	P38328	ARPC1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	actin cortical patch [GO:0030479]; actin cytoskeleton [GO:0015629]; Arp2/3 protein complex [GO:0005885]; actin filament binding [GO:0051015]; ubiquitin binding [GO:0043130]; actin cortical patch organization [GO:0044396]; actin nucleation [GO:0045010]; Arp2/3 complex-mediated actin nucleation [GO:0034314]; positive regulation of Arp2/3 complex-mediated actin nucleation [GO:2000601]	GO:0005885; GO:0015629; GO:0030479; GO:0034314; GO:0043130; GO:0044396; GO:0045010; GO:0051015; GO:2000601
4932.YFR010W	P43593	UBP6_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	proteasome complex [GO:0000502]; proteasome regulatory particle [GO:0005838]; cysteine-type deubiquitinase activity [GO:0004843]; proteasome binding [GO:0070628]; mitochondria-associated ubiquitin-dependent protein catabolic process [GO:0072671]; negative regulation of ERAD pathway [GO:1904293]; negative regulation of proteasomal protein catabolic process [GO:1901799]; protein deubiquitination [GO:0016579]; regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032434]	GO:0000502; GO:0004843; GO:0005838; GO:0016579; GO:0032434; GO:0070628; GO:0072671; GO:1901799; GO:1904293
4932.YPR031W	Q12311	NTO1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; NuA3 histone acetyltransferase complex [GO:0033100]; NuA3a histone acetyltransferase complex [GO:1990467]; NuA3b histone acetyltransferase complex [GO:1990468]; nucleus [GO:0005634]; methylated histone binding [GO:0035064]; zinc ion binding [GO:0008270]; chromatin remodeling [GO:0006338]; DNA-templated transcription [GO:0006351]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0005634; GO:0005737; GO:0006338; GO:0006351; GO:0006357; GO:0008270; GO:0033100; GO:0035064; GO:1990467; GO:1990468
4932.YDL205C	P28789	HEM3_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; nucleus [GO:0005634]; hydroxymethylbilane synthase activity [GO:0004418]; heme biosynthetic process [GO:0006783]; protoporphyrinogen IX biosynthetic process [GO:0006782]	GO:0004418; GO:0005634; GO:0005737; GO:0006782; GO:0006783
4932.YKR017C	P36113	HEL1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; ubiquitin ligase complex [GO:0000151]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; histone catabolic process [GO:0036205]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0000151; GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0031624; GO:0036205; GO:0061630
4932.YLR116W	Q12186	BBP_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	commitment complex [GO:0000243]; cytosol [GO:0005829]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; pre-mRNA branch point binding [GO:0045131]; zinc ion binding [GO:0008270]; mRNA splicing, via spliceosome [GO:0000398]; regulation of mRNA splicing, via spliceosome [GO:0048024]; spliceosomal complex assembly [GO:0000245]	GO:0000243; GO:0000245; GO:0000398; GO:0003729; GO:0005634; GO:0005829; GO:0008270; GO:0045131; GO:0048024
4932.YOR191W	Q08562	ULS1_YEAST	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	cytoplasm [GO:0005737]; kinetochore [GO:0000776]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent activity, acting on DNA [GO:0008094]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; SUMO binding [GO:0032183]; zinc ion binding [GO:0008270]; chromatin organization [GO:0006325]; double-strand break repair via homologous recombination [GO:0000724]; mating type switching [GO:0007533]	GO:0000724; GO:0000776; GO:0004386; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0006325; GO:0007533; GO:0008094; GO:0008270; GO:0016787; GO:0032183
